GeneID,GO
Lsat_1_v5_gn_2_35420,GO:0019867
Lsat_1_v5_gn_2_35440,GO:0005525
Lsat_1_v5_gn_2_35581,GO:0005515
Lsat_1_v5_gn_2_35740,GO:0000151
Lsat_1_v5_gn_2_35740,GO:0004842
Lsat_1_v5_gn_2_35740,GO:0016567
Lsat_1_v5_gn_2_35801,GO:0004672
Lsat_1_v5_gn_2_35801,GO:0006468
Lsat_1_v5_gn_2_35961,GO:0003700
Lsat_1_v5_gn_2_35961,GO:0005667
Lsat_1_v5_gn_2_35961,GO:0006355
Lsat_1_v5_gn_2_36061,GO:0009522
Lsat_1_v5_gn_2_36061,GO:0009538
Lsat_1_v5_gn_2_36061,GO:0015979
Lsat_1_v5_gn_2_36200,GO:0004869
Lsat_1_v5_gn_2_36221,GO:0005524
Lsat_1_v5_gn_2_36221,GO:0016114
Lsat_1_v5_gn_2_36221,GO:0050515
Lsat_1_v5_gn_2_36241,GO:0005515
Lsat_1_v5_gn_2_36261,GO:0008762
Lsat_1_v5_gn_2_36261,GO:0016491
Lsat_1_v5_gn_2_36261,GO:0050660
Lsat_1_v5_gn_2_36261,GO:0055114
Lsat_1_v5_gn_2_36340,GO:0008762
Lsat_1_v5_gn_2_36340,GO:0016491
Lsat_1_v5_gn_2_36340,GO:0050660
Lsat_1_v5_gn_2_36340,GO:0055114
Lsat_1_v5_gn_2_36480,GO:0005515
Lsat_1_v5_gn_2_36480,GO:0005543
Lsat_1_v5_gn_2_36480,GO:0005622
Lsat_1_v5_gn_2_36480,GO:0007165
Lsat_1_v5_gn_2_36780,GO:0004672
Lsat_1_v5_gn_2_36780,GO:0005524
Lsat_1_v5_gn_2_36780,GO:0006468
Lsat_1_v5_gn_2_36780,GO:0030247
Lsat_1_v5_gn_2_36800,GO:0003677
Lsat_1_v5_gn_2_36800,GO:0003899
Lsat_1_v5_gn_2_36800,GO:0006351
Lsat_1_v5_gn_2_36940,GO:0005515
Lsat_1_v5_gn_2_36961,GO:0004325
Lsat_1_v5_gn_2_36961,GO:0006783
Lsat_1_v5_gn_2_37141,GO:0008152
Lsat_1_v5_gn_2_37141,GO:0016758
Lsat_1_v5_gn_2_3721,GO:0004672
Lsat_1_v5_gn_2_3721,GO:0006468
Lsat_1_v5_gn_2_37261,GO:0006662
Lsat_1_v5_gn_2_37261,GO:0009055
Lsat_1_v5_gn_2_37261,GO:0015035
Lsat_1_v5_gn_2_37261,GO:0045454
Lsat_1_v5_gn_2_37340,GO:0005886
Lsat_1_v5_gn_2_37340,GO:0016655
Lsat_1_v5_gn_2_37340,GO:0055114
Lsat_1_v5_gn_2_37381,GO:0004672
Lsat_1_v5_gn_2_37381,GO:0005524
Lsat_1_v5_gn_2_37381,GO:0006468
Lsat_1_v5_gn_2_37460,GO:0003677
Lsat_1_v5_gn_2_37460,GO:0005622
Lsat_1_v5_gn_2_37460,GO:0043565
Lsat_1_v5_gn_2_37481,GO:0003676
Lsat_1_v5_gn_2_37520,GO:0006777
Lsat_1_v5_gn_2_37520,GO:0032324
Lsat_1_v5_gn_2_37560,GO:0016020
Lsat_1_v5_gn_2_37560,GO:0030001
Lsat_1_v5_gn_2_37560,GO:0046873
Lsat_1_v5_gn_2_37560,GO:0055085
Lsat_1_v5_gn_2_3761,GO:0005215
Lsat_1_v5_gn_2_3761,GO:0006810
Lsat_1_v5_gn_2_3761,GO:0016020
Lsat_1_v5_gn_2_37681,GO:0004190
Lsat_1_v5_gn_2_37681,GO:0006508
Lsat_1_v5_gn_2_37740,GO:0008270
Lsat_1_v5_gn_2_37881,GO:0016020
Lsat_1_v5_gn_2_37881,GO:0048193
Lsat_1_v5_gn_2_37941,GO:0005515
Lsat_1_v5_gn_2_38000,GO:0004672
Lsat_1_v5_gn_2_38000,GO:0005524
Lsat_1_v5_gn_2_38000,GO:0006468
Lsat_1_v5_gn_2_38080,GO:0004672
Lsat_1_v5_gn_2_38080,GO:0005524
Lsat_1_v5_gn_2_38080,GO:0006468
Lsat_1_v5_gn_2_38080,GO:0007165
Lsat_1_v5_gn_2_38101,GO:0008080
Lsat_1_v5_gn_2_38141,GO:0004672
Lsat_1_v5_gn_2_38141,GO:0005524
Lsat_1_v5_gn_2_38141,GO:0006468
Lsat_1_v5_gn_2_38240,GO:0003676
Lsat_1_v5_gn_2_38240,GO:0003677
Lsat_1_v5_gn_2_38240,GO:0004386
Lsat_1_v5_gn_2_38240,GO:0005524
Lsat_1_v5_gn_2_38240,GO:0005634
Lsat_1_v5_gn_2_38321,GO:0005509
Lsat_1_v5_gn_2_38340,GO:0003677
Lsat_1_v5_gn_2_38340,GO:0003824
Lsat_1_v5_gn_2_38340,GO:0008409
Lsat_1_v5_gn_2_38560,GO:0003854
Lsat_1_v5_gn_2_38560,GO:0005783
Lsat_1_v5_gn_2_38560,GO:0006694
Lsat_1_v5_gn_2_38560,GO:0016616
Lsat_1_v5_gn_2_38560,GO:0055114
Lsat_1_v5_gn_2_38600,GO:0003676
Lsat_1_v5_gn_2_38621,GO:0003735
Lsat_1_v5_gn_2_38621,GO:0005840
Lsat_1_v5_gn_2_38621,GO:0006412
Lsat_1_v5_gn_2_38660,GO:0003700
Lsat_1_v5_gn_2_38660,GO:0006355
Lsat_1_v5_gn_2_38660,GO:0043565
Lsat_1_v5_gn_2_38680,GO:0005515
Lsat_1_v5_gn_2_3881,GO:0000151
Lsat_1_v5_gn_2_3881,GO:0004842
Lsat_1_v5_gn_2_3881,GO:0005515
Lsat_1_v5_gn_2_3881,GO:0016567
Lsat_1_v5_gn_2_38920,GO:0003777
Lsat_1_v5_gn_2_38920,GO:0005524
Lsat_1_v5_gn_2_38920,GO:0005875
Lsat_1_v5_gn_2_38920,GO:0007018
Lsat_1_v5_gn_2_3900,GO:0005634
Lsat_1_v5_gn_2_39021,GO:0005737
Lsat_1_v5_gn_2_39021,GO:0006457
Lsat_1_v5_gn_2_39381,GO:0016747
Lsat_1_v5_gn_2_39501,GO:0016747
Lsat_1_v5_gn_2_39521,GO:0016747
Lsat_1_v5_gn_2_39580,GO:0005975
Lsat_1_v5_gn_2_39580,GO:0030246
Lsat_1_v5_gn_2_39600,GO:0005515
Lsat_1_v5_gn_2_39660,GO:0005515
Lsat_1_v5_gn_2_39681,GO:0003735
Lsat_1_v5_gn_2_39681,GO:0005622
Lsat_1_v5_gn_2_39681,GO:0005840
Lsat_1_v5_gn_2_39681,GO:0006412
Lsat_1_v5_gn_2_39721,GO:0003676
Lsat_1_v5_gn_2_39740,GO:0016614
Lsat_1_v5_gn_2_39740,GO:0050660
Lsat_1_v5_gn_2_39740,GO:0055114
Lsat_1_v5_gn_2_39781,GO:0016614
Lsat_1_v5_gn_2_39781,GO:0050660
Lsat_1_v5_gn_2_39781,GO:0055114
Lsat_1_v5_gn_2_39800,GO:0005198
Lsat_1_v5_gn_2_39800,GO:0006886
Lsat_1_v5_gn_2_39800,GO:0016192
Lsat_1_v5_gn_2_39800,GO:0030130
Lsat_1_v5_gn_2_39800,GO:0030132
Lsat_1_v5_gn_2_3981,GO:0006952
Lsat_1_v5_gn_2_3981,GO:0043531
Lsat_1_v5_gn_2_39840,GO:0005524
Lsat_1_v5_gn_2_39840,GO:0008033
Lsat_1_v5_gn_2_39840,GO:0016301
Lsat_1_v5_gn_2_39901,GO:0000145
Lsat_1_v5_gn_2_39901,GO:0006887
Lsat_1_v5_gn_2_39940,GO:0016614
Lsat_1_v5_gn_2_39940,GO:0050660
Lsat_1_v5_gn_2_39940,GO:0055114
Lsat_1_v5_gn_2_40000,GO:0005515
Lsat_1_v5_gn_2_40021,GO:0005198
Lsat_1_v5_gn_2_40021,GO:0009507
Lsat_1_v5_gn_2_40101,GO:0016787
Lsat_1_v5_gn_2_40161,GO:0016787
Lsat_1_v5_gn_2_40261,GO:0008152
Lsat_1_v5_gn_2_40261,GO:0016787
Lsat_1_v5_gn_2_40301,GO:0003677
Lsat_1_v5_gn_2_40301,GO:0005515
Lsat_1_v5_gn_2_40301,GO:0005634
Lsat_1_v5_gn_2_40301,GO:0006352
Lsat_1_v5_gn_2_40301,GO:0016570
Lsat_1_v5_gn_2_40340,GO:0005515
Lsat_1_v5_gn_2_40361,GO:0003677
Lsat_1_v5_gn_2_40361,GO:0005634
Lsat_1_v5_gn_2_40361,GO:0006352
Lsat_1_v5_gn_2_40361,GO:0016570
Lsat_1_v5_gn_2_40580,GO:0006633
Lsat_1_v5_gn_2_40580,GO:0008610
Lsat_1_v5_gn_2_40580,GO:0016020
Lsat_1_v5_gn_2_40580,GO:0016747
Lsat_1_v5_gn_2_4060,GO:0003824
Lsat_1_v5_gn_2_4060,GO:0044237
Lsat_1_v5_gn_2_4060,GO:0050662
Lsat_1_v5_gn_2_40740,GO:0005515
Lsat_1_v5_gn_2_40760,GO:0003723
Lsat_1_v5_gn_2_40760,GO:0003743
Lsat_1_v5_gn_2_40760,GO:0005737
Lsat_1_v5_gn_2_40760,GO:0006413
Lsat_1_v5_gn_2_4080,GO:0003824
Lsat_1_v5_gn_2_4080,GO:0008152
Lsat_1_v5_gn_2_40980,GO:0004553
Lsat_1_v5_gn_2_40980,GO:0005618
Lsat_1_v5_gn_2_40980,GO:0005975
Lsat_1_v5_gn_2_40980,GO:0006073
Lsat_1_v5_gn_2_40980,GO:0016762
Lsat_1_v5_gn_2_40980,GO:0048046
Lsat_1_v5_gn_2_4101,GO:0005737
Lsat_1_v5_gn_2_4101,GO:0006886
Lsat_1_v5_gn_2_41161,GO:0016020
Lsat_1_v5_gn_2_4121,GO:0016747
Lsat_1_v5_gn_2_41221,GO:0005524
Lsat_1_v5_gn_2_41221,GO:0006298
Lsat_1_v5_gn_2_41221,GO:0030983
Lsat_1_v5_gn_2_41240,GO:0008152
Lsat_1_v5_gn_2_41240,GO:0008652
Lsat_1_v5_gn_2_41240,GO:0016836
Lsat_1_v5_gn_2_41240,GO:0051539
Lsat_1_v5_gn_2_41261,GO:0003676
Lsat_1_v5_gn_2_41521,GO:0005509
Lsat_1_v5_gn_2_41540,GO:0003774
Lsat_1_v5_gn_2_41540,GO:0005524
Lsat_1_v5_gn_2_41540,GO:0016459
Lsat_1_v5_gn_2_4161,GO:0006952
Lsat_1_v5_gn_2_4161,GO:0043531
Lsat_1_v5_gn_2_41661,GO:0005515
Lsat_1_v5_gn_2_41661,GO:0005634
Lsat_1_v5_gn_2_41661,GO:0008270
Lsat_1_v5_gn_2_41661,GO:0018024
Lsat_1_v5_gn_2_41661,GO:0034968
Lsat_1_v5_gn_2_41661,GO:0042393
Lsat_1_v5_gn_2_41761,GO:0003677
Lsat_1_v5_gn_2_41761,GO:0003899
Lsat_1_v5_gn_2_41761,GO:0006351
Lsat_1_v5_gn_2_41820,GO:0004499
Lsat_1_v5_gn_2_41820,GO:0016491
Lsat_1_v5_gn_2_41820,GO:0050660
Lsat_1_v5_gn_2_41820,GO:0050661
Lsat_1_v5_gn_2_41820,GO:0055114
Lsat_1_v5_gn_2_41841,GO:0005525
Lsat_1_v5_gn_2_41841,GO:0006614
Lsat_1_v5_gn_2_41860,GO:0015079
Lsat_1_v5_gn_2_41860,GO:0016020
Lsat_1_v5_gn_2_41860,GO:0071805
Lsat_1_v5_gn_2_41960,GO:0004553
Lsat_1_v5_gn_2_41960,GO:0005618
Lsat_1_v5_gn_2_41960,GO:0005975
Lsat_1_v5_gn_2_41960,GO:0006073
Lsat_1_v5_gn_2_41960,GO:0016762
Lsat_1_v5_gn_2_41960,GO:0048046
Lsat_1_v5_gn_2_42041,GO:0003676
Lsat_1_v5_gn_2_42041,GO:0004386
Lsat_1_v5_gn_2_42041,GO:0005524
Lsat_1_v5_gn_2_42041,GO:0008026
Lsat_1_v5_gn_2_421,GO:0008270
Lsat_1_v5_gn_2_42120,GO:0003700
Lsat_1_v5_gn_2_42120,GO:0006355
Lsat_1_v5_gn_2_42120,GO:0008270
Lsat_1_v5_gn_2_42120,GO:0043565
Lsat_1_v5_gn_2_42260,GO:0005198
Lsat_1_v5_gn_2_42260,GO:0006886
Lsat_1_v5_gn_2_42260,GO:0016192
Lsat_1_v5_gn_2_42260,GO:0030117
Lsat_1_v5_gn_2_42301,GO:0003924
Lsat_1_v5_gn_2_42301,GO:0005525
Lsat_1_v5_gn_2_42301,GO:0006184
Lsat_1_v5_gn_2_42301,GO:0007165
Lsat_1_v5_gn_2_42301,GO:0007264
Lsat_1_v5_gn_2_42301,GO:0015031
Lsat_1_v5_gn_2_42301,GO:0016020
Lsat_1_v5_gn_2_42720,GO:0009058
Lsat_1_v5_gn_2_42720,GO:0016841
Lsat_1_v5_gn_2_4281,GO:0006952
Lsat_1_v5_gn_2_4281,GO:0043531
Lsat_1_v5_gn_2_42860,GO:0009058
Lsat_1_v5_gn_2_42860,GO:0016746
Lsat_1_v5_gn_2_42881,GO:0009058
Lsat_1_v5_gn_2_42881,GO:0016746
Lsat_1_v5_gn_2_42901,GO:0009058
Lsat_1_v5_gn_2_42901,GO:0016746
Lsat_1_v5_gn_2_42941,GO:0009058
Lsat_1_v5_gn_2_42941,GO:0016746
Lsat_1_v5_gn_2_4301,GO:0006952
Lsat_1_v5_gn_2_4301,GO:0043531
Lsat_1_v5_gn_2_43080,GO:0008152
Lsat_1_v5_gn_2_43080,GO:0016491
Lsat_1_v5_gn_2_43220,GO:0005515
Lsat_1_v5_gn_2_43220,GO:0008270
Lsat_1_v5_gn_2_43281,GO:0004672
Lsat_1_v5_gn_2_43281,GO:0005515
Lsat_1_v5_gn_2_43281,GO:0005524
Lsat_1_v5_gn_2_43281,GO:0006468
Lsat_1_v5_gn_2_4341,GO:0006952
Lsat_1_v5_gn_2_4341,GO:0043531
Lsat_1_v5_gn_2_43461,GO:0004672
Lsat_1_v5_gn_2_43461,GO:0005524
Lsat_1_v5_gn_2_43461,GO:0006468
Lsat_1_v5_gn_2_43461,GO:0048544
Lsat_1_v5_gn_2_43561,GO:0004097
Lsat_1_v5_gn_2_43561,GO:0008152
Lsat_1_v5_gn_2_43561,GO:0016491
Lsat_1_v5_gn_2_43561,GO:0055114
Lsat_1_v5_gn_2_43640,GO:0003824
Lsat_1_v5_gn_2_43640,GO:0008152
Lsat_1_v5_gn_2_43681,GO:0009058
Lsat_1_v5_gn_2_43681,GO:0016746
Lsat_1_v5_gn_2_43721,GO:0009058
Lsat_1_v5_gn_2_43721,GO:0016746
Lsat_1_v5_gn_2_43760,GO:0005506
Lsat_1_v5_gn_2_43760,GO:0016491
Lsat_1_v5_gn_2_43760,GO:0016706
Lsat_1_v5_gn_2_43760,GO:0055114
Lsat_1_v5_gn_2_43780,GO:0009058
Lsat_1_v5_gn_2_43780,GO:0016746
Lsat_1_v5_gn_2_43880,GO:0005506
Lsat_1_v5_gn_2_43880,GO:0009055
Lsat_1_v5_gn_2_43880,GO:0015979
Lsat_1_v5_gn_2_43880,GO:0020037
Lsat_1_v5_gn_2_43880,GO:0031361
Lsat_1_v5_gn_2_43901,GO:0009523
Lsat_1_v5_gn_2_43901,GO:0015979
Lsat_1_v5_gn_2_43901,GO:0016021
Lsat_1_v5_gn_2_43901,GO:0046872
Lsat_1_v5_gn_2_43920,GO:0009512
Lsat_1_v5_gn_2_44040,GO:0006952
Lsat_1_v5_gn_2_44040,GO:0043531
Lsat_1_v5_gn_2_44121,GO:0005515
Lsat_1_v5_gn_2_44141,GO:0004672
Lsat_1_v5_gn_2_44141,GO:0006468
Lsat_1_v5_gn_2_44160,GO:0004672
Lsat_1_v5_gn_2_44160,GO:0005524
Lsat_1_v5_gn_2_44160,GO:0006468
Lsat_1_v5_gn_2_4420,GO:0004190
Lsat_1_v5_gn_2_4420,GO:0006508
Lsat_1_v5_gn_2_44261,GO:0004375
Lsat_1_v5_gn_2_44261,GO:0006546
Lsat_1_v5_gn_2_44261,GO:0055114
Lsat_1_v5_gn_2_44321,GO:0004672
Lsat_1_v5_gn_2_44321,GO:0004713
Lsat_1_v5_gn_2_44321,GO:0005524
Lsat_1_v5_gn_2_44321,GO:0006468
Lsat_1_v5_gn_2_44360,GO:0004672
Lsat_1_v5_gn_2_44360,GO:0005524
Lsat_1_v5_gn_2_44360,GO:0006468
Lsat_1_v5_gn_2_44401,GO:0004609
Lsat_1_v5_gn_2_44401,GO:0008654
Lsat_1_v5_gn_2_44460,GO:0004672
Lsat_1_v5_gn_2_44460,GO:0005524
Lsat_1_v5_gn_2_44460,GO:0006468
Lsat_1_v5_gn_2_44480,GO:0003697
Lsat_1_v5_gn_2_44480,GO:0005524
Lsat_1_v5_gn_2_44480,GO:0006281
Lsat_1_v5_gn_2_44480,GO:0009432
Lsat_1_v5_gn_2_44560,GO:0016021
Lsat_1_v5_gn_2_44560,GO:0016192
Lsat_1_v5_gn_2_44620,GO:0004672
Lsat_1_v5_gn_2_44620,GO:0005524
Lsat_1_v5_gn_2_44620,GO:0006468
Lsat_1_v5_gn_2_44720,GO:0046983
Lsat_1_v5_gn_2_44781,GO:0004672
Lsat_1_v5_gn_2_44781,GO:0005524
Lsat_1_v5_gn_2_44781,GO:0006468
Lsat_1_v5_gn_2_44840,GO:0006869
Lsat_1_v5_gn_2_44840,GO:0008289
Lsat_1_v5_gn_2_44900,GO:0006869
Lsat_1_v5_gn_2_44900,GO:0008289
Lsat_1_v5_gn_2_44960,GO:0006886
Lsat_1_v5_gn_2_44980,GO:0003677
Lsat_1_v5_gn_2_44980,GO:0005622
Lsat_1_v5_gn_2_45101,GO:0003700
Lsat_1_v5_gn_2_45101,GO:0006355
Lsat_1_v5_gn_2_45181,GO:0006952
Lsat_1_v5_gn_2_45181,GO:0009607
Lsat_1_v5_gn_2_45340,GO:0004672
Lsat_1_v5_gn_2_45340,GO:0005524
Lsat_1_v5_gn_2_45340,GO:0006468
Lsat_1_v5_gn_2_45361,GO:0004861
Lsat_1_v5_gn_2_45361,GO:0005634
Lsat_1_v5_gn_2_45361,GO:0007050
Lsat_1_v5_gn_2_45581,GO:0004348
Lsat_1_v5_gn_2_45581,GO:0006665
Lsat_1_v5_gn_2_45581,GO:0016021
Lsat_1_v5_gn_2_45600,GO:0004852
Lsat_1_v5_gn_2_45600,GO:0005515
Lsat_1_v5_gn_2_45600,GO:0033014
Lsat_1_v5_gn_2_45721,GO:0015095
Lsat_1_v5_gn_2_45721,GO:0015693
Lsat_1_v5_gn_2_45721,GO:0016020
Lsat_1_v5_gn_2_4580,GO:0008158
Lsat_1_v5_gn_2_4580,GO:0016020
Lsat_1_v5_gn_2_45841,GO:0005737
Lsat_1_v5_gn_2_45841,GO:0017089
Lsat_1_v5_gn_2_45841,GO:0046836
Lsat_1_v5_gn_2_45841,GO:0051861
Lsat_1_v5_gn_2_45920,GO:0004553
Lsat_1_v5_gn_2_45920,GO:0005618
Lsat_1_v5_gn_2_45920,GO:0005975
Lsat_1_v5_gn_2_45920,GO:0006073
Lsat_1_v5_gn_2_45920,GO:0016762
Lsat_1_v5_gn_2_45920,GO:0048046
Lsat_1_v5_gn_2_45941,GO:0008152
Lsat_1_v5_gn_2_45941,GO:0016758
Lsat_1_v5_gn_2_45981,GO:0008272
Lsat_1_v5_gn_2_45981,GO:0015116
Lsat_1_v5_gn_2_45981,GO:0016021
Lsat_1_v5_gn_2_4600,GO:0006952
Lsat_1_v5_gn_2_4600,GO:0043531
Lsat_1_v5_gn_2_46001,GO:0008152
Lsat_1_v5_gn_2_46001,GO:0016758
Lsat_1_v5_gn_2_46060,GO:0008152
Lsat_1_v5_gn_2_46060,GO:0016758
Lsat_1_v5_gn_2_46080,GO:0008152
Lsat_1_v5_gn_2_46080,GO:0016758
Lsat_1_v5_gn_2_46120,GO:0008152
Lsat_1_v5_gn_2_46120,GO:0016758
Lsat_1_v5_gn_2_46140,GO:0006621
Lsat_1_v5_gn_2_46140,GO:0016021
Lsat_1_v5_gn_2_46140,GO:0046923
Lsat_1_v5_gn_2_46161,GO:0010508
Lsat_1_v5_gn_2_46200,GO:0005097
Lsat_1_v5_gn_2_46200,GO:0005622
Lsat_1_v5_gn_2_46200,GO:0032313
Lsat_1_v5_gn_2_46221,GO:0003682
Lsat_1_v5_gn_2_46341,GO:0000049
Lsat_1_v5_gn_2_46341,GO:0000166
Lsat_1_v5_gn_2_46341,GO:0004812
Lsat_1_v5_gn_2_46341,GO:0004825
Lsat_1_v5_gn_2_46341,GO:0005524
Lsat_1_v5_gn_2_46341,GO:0005737
Lsat_1_v5_gn_2_46341,GO:0006418
Lsat_1_v5_gn_2_46341,GO:0006431
Lsat_1_v5_gn_2_46361,GO:0009058
Lsat_1_v5_gn_2_4641,GO:0005515
Lsat_1_v5_gn_2_46500,GO:0003824
Lsat_1_v5_gn_2_46500,GO:0008152
Lsat_1_v5_gn_2_46500,GO:0008168
Lsat_1_v5_gn_2_46521,GO:0004672
Lsat_1_v5_gn_2_46521,GO:0005524
Lsat_1_v5_gn_2_46521,GO:0006468
Lsat_1_v5_gn_2_46661,GO:0004672
Lsat_1_v5_gn_2_46661,GO:0005524
Lsat_1_v5_gn_2_46661,GO:0006468
Lsat_1_v5_gn_2_46681,GO:0004672
Lsat_1_v5_gn_2_46681,GO:0005524
Lsat_1_v5_gn_2_46681,GO:0006468
Lsat_1_v5_gn_2_46701,GO:0004672
Lsat_1_v5_gn_2_46701,GO:0005524
Lsat_1_v5_gn_2_46701,GO:0006468
Lsat_1_v5_gn_2_46860,GO:0004672
Lsat_1_v5_gn_2_46860,GO:0005524
Lsat_1_v5_gn_2_46860,GO:0006468
Lsat_1_v5_gn_2_46981,GO:0004672
Lsat_1_v5_gn_2_46981,GO:0005524
Lsat_1_v5_gn_2_46981,GO:0006468
Lsat_1_v5_gn_2_47140,GO:0016747
Lsat_1_v5_gn_2_47181,GO:0016747
Lsat_1_v5_gn_2_4720,GO:0006952
Lsat_1_v5_gn_2_4720,GO:0043531
Lsat_1_v5_gn_2_47300,GO:0016747
Lsat_1_v5_gn_2_47461,GO:0003824
Lsat_1_v5_gn_2_47461,GO:0005975
Lsat_1_v5_gn_2_47461,GO:0016857
Lsat_1_v5_gn_2_47461,GO:0044237
Lsat_1_v5_gn_2_47461,GO:0050662
Lsat_1_v5_gn_2_47601,GO:0004372
Lsat_1_v5_gn_2_47601,GO:0006544
Lsat_1_v5_gn_2_47601,GO:0006563
Lsat_1_v5_gn_2_47620,GO:0004013
Lsat_1_v5_gn_2_47620,GO:0006730
Lsat_1_v5_gn_2_47701,GO:0004553
Lsat_1_v5_gn_2_47701,GO:0005975
Lsat_1_v5_gn_2_47941,GO:0005515
Lsat_1_v5_gn_2_48100,GO:0003824
Lsat_1_v5_gn_2_48100,GO:0008152
Lsat_1_v5_gn_2_48161,GO:0008270
Lsat_1_v5_gn_2_48200,GO:0005515
Lsat_1_v5_gn_2_48221,GO:0004672
Lsat_1_v5_gn_2_48221,GO:0005524
Lsat_1_v5_gn_2_48221,GO:0006468
Lsat_1_v5_gn_2_4860,GO:0006952
Lsat_1_v5_gn_2_4860,GO:0043531
Lsat_1_v5_gn_2_48740,GO:0016491
Lsat_1_v5_gn_2_48740,GO:0055114
Lsat_1_v5_gn_2_4881,GO:0005634
Lsat_1_v5_gn_2_4900,GO:0006952
Lsat_1_v5_gn_2_4900,GO:0043531
Lsat_1_v5_gn_2_49000,GO:0008168
Lsat_1_v5_gn_2_49081,GO:0008152
Lsat_1_v5_gn_2_49081,GO:0016758
Lsat_1_v5_gn_2_49101,GO:0006886
Lsat_1_v5_gn_2_49101,GO:0006888
Lsat_1_v5_gn_2_49101,GO:0008270
Lsat_1_v5_gn_2_49101,GO:0030127
Lsat_1_v5_gn_2_49120,GO:0005515
Lsat_1_v5_gn_2_49140,GO:0003677
Lsat_1_v5_gn_2_49140,GO:0003916
Lsat_1_v5_gn_2_49140,GO:0003917
Lsat_1_v5_gn_2_49140,GO:0005694
Lsat_1_v5_gn_2_49140,GO:0006265
Lsat_1_v5_gn_2_49201,GO:0003924
Lsat_1_v5_gn_2_49201,GO:0005525
Lsat_1_v5_gn_2_49201,GO:0005622
Lsat_1_v5_gn_2_49201,GO:0006184
Lsat_1_v5_gn_2_49201,GO:0006886
Lsat_1_v5_gn_2_49201,GO:0006913
Lsat_1_v5_gn_2_49201,GO:0007165
Lsat_1_v5_gn_2_49201,GO:0007264
Lsat_1_v5_gn_2_49201,GO:0015031
Lsat_1_v5_gn_2_49201,GO:0016020
Lsat_1_v5_gn_2_4940,GO:0005515
Lsat_1_v5_gn_2_4940,GO:0006952
Lsat_1_v5_gn_2_4940,GO:0007165
Lsat_1_v5_gn_2_4940,GO:0043531
Lsat_1_v5_gn_2_49561,GO:0016491
Lsat_1_v5_gn_2_49561,GO:0055114
Lsat_1_v5_gn_2_49721,GO:0016491
Lsat_1_v5_gn_2_49721,GO:0055114
Lsat_1_v5_gn_2_4981,GO:0006952
Lsat_1_v5_gn_2_4981,GO:0043531
Lsat_1_v5_gn_2_5001,GO:0005515
Lsat_1_v5_gn_2_5001,GO:0007165
Lsat_1_v5_gn_2_50080,GO:0003682
Lsat_1_v5_gn_2_50300,GO:0005506
Lsat_1_v5_gn_2_50300,GO:0009055
Lsat_1_v5_gn_2_50300,GO:0016705
Lsat_1_v5_gn_2_50300,GO:0020037
Lsat_1_v5_gn_2_50300,GO:0055114
Lsat_1_v5_gn_2_50320,GO:0005506
Lsat_1_v5_gn_2_50320,GO:0009055
Lsat_1_v5_gn_2_50320,GO:0016705
Lsat_1_v5_gn_2_50320,GO:0020037
Lsat_1_v5_gn_2_50320,GO:0055114
Lsat_1_v5_gn_2_50361,GO:0005524
Lsat_1_v5_gn_2_50361,GO:0005737
Lsat_1_v5_gn_2_50361,GO:0042026
Lsat_1_v5_gn_2_50361,GO:0044267
Lsat_1_v5_gn_2_50401,GO:0004672
Lsat_1_v5_gn_2_50401,GO:0006468
Lsat_1_v5_gn_2_5041,GO:0005634
Lsat_1_v5_gn_2_5041,GO:0042254
Lsat_1_v5_gn_2_50460,GO:0004252
Lsat_1_v5_gn_2_50460,GO:0006508
Lsat_1_v5_gn_2_50460,GO:0042802
Lsat_1_v5_gn_2_50460,GO:0043086
Lsat_1_v5_gn_2_50481,GO:0005515
Lsat_1_v5_gn_2_50521,GO:0005199
Lsat_1_v5_gn_2_50521,GO:0009664
Lsat_1_v5_gn_2_50580,GO:0005507
Lsat_1_v5_gn_2_50580,GO:0016491
Lsat_1_v5_gn_2_50580,GO:0055114
Lsat_1_v5_gn_2_50620,GO:0008152
Lsat_1_v5_gn_2_50620,GO:0016758
Lsat_1_v5_gn_2_50720,GO:0005515
Lsat_1_v5_gn_2_50720,GO:0008270
Lsat_1_v5_gn_2_50760,GO:0005524
Lsat_1_v5_gn_2_50760,GO:0015991
Lsat_1_v5_gn_2_50760,GO:0016820
Lsat_1_v5_gn_2_50760,GO:0033178
Lsat_1_v5_gn_2_50780,GO:0009772
Lsat_1_v5_gn_2_50780,GO:0019684
Lsat_1_v5_gn_2_50780,GO:0045156
Lsat_1_v5_gn_2_50821,GO:0000287
Lsat_1_v5_gn_2_50821,GO:0004743
Lsat_1_v5_gn_2_50821,GO:0006096
Lsat_1_v5_gn_2_50821,GO:0030955
Lsat_1_v5_gn_2_50861,GO:0006491
Lsat_1_v5_gn_2_51000,GO:0005730
Lsat_1_v5_gn_2_51000,GO:0042254
Lsat_1_v5_gn_2_51020,GO:0009521
Lsat_1_v5_gn_2_51020,GO:0009767
Lsat_1_v5_gn_2_51020,GO:0015992
Lsat_1_v5_gn_2_51020,GO:0016020
Lsat_1_v5_gn_2_51020,GO:0016168
Lsat_1_v5_gn_2_51020,GO:0019684
Lsat_1_v5_gn_2_51020,GO:0046034
Lsat_1_v5_gn_2_51040,GO:0003723
Lsat_1_v5_gn_2_51040,GO:0006355
Lsat_1_v5_gn_2_51180,GO:0004672
