"clust","GeneID","GO"
"Cluster_06","Lsat_1_v5_gn_0_10560","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_10560","GO:0008270"
"Cluster_06","Lsat_1_v5_gn_0_14341","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_15241","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0005506"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0016491"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0016705"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0016706"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0031418"
"Cluster_06","Lsat_1_v5_gn_0_15921","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_17001","GO:0004519"
"Cluster_06","Lsat_1_v5_gn_0_17001","GO:0006284"
"Cluster_06","Lsat_1_v5_gn_0_17001","GO:0051539"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0000155"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0000156"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0000160"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0007165"
"Cluster_06","Lsat_1_v5_gn_0_18100","GO:0016020"
"Cluster_06","Lsat_1_v5_gn_0_22040","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_23481","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_300","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_0_300","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_0_32880","GO:0004672"
"Cluster_06","Lsat_1_v5_gn_0_32880","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_0_32880","GO:0006468"
"Cluster_06","Lsat_1_v5_gn_0_37261","GO:0005634"
"Cluster_06","Lsat_1_v5_gn_0_38980","GO:0003854"
"Cluster_06","Lsat_1_v5_gn_0_38980","GO:0006694"
"Cluster_06","Lsat_1_v5_gn_0_38980","GO:0016616"
"Cluster_06","Lsat_1_v5_gn_0_38980","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_4121","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_41681","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_0_41681","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_0_45961","GO:0016787"
