"","Sample_01","Sample_02","Sample_03","Sample_04","Sample_05","Sample_06","Sample_07","Sample_08","Sample_09","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","GeneID","clust"
"Lsat_1_v5_gn_0_10341",0.256734575490595,-1.51566071782113,-1.49096376400892,-0.761210968230112,-0.50565245318371,0.590926411793565,-1.02370792634241,-1.08452012209893,-0.0860526279076766,-0.440757282390853,1.83926477394382,0.751642053299133,0.440093033821947,1.42175265157147,0.953526225201614,0.94207460108327,-1.52609062541541,0.372230170505445,0.407843415273535,0.458528575414742,"Lsat_1_v5_gn_0_10341","Cluster_03"
"Lsat_1_v5_gn_0_10441",0.127783784116401,-1.6763439147319,-1.94921337195906,-0.451984270796183,-0.954611799875638,-0.334117106923194,-0.839531200817065,-1.4356458637808,-0.0981460899583415,0.274232683895295,1.48722976193034,-0.148384104710446,0.0756898761926269,1.27241184048864,0.501444635560339,0.963559799334379,0.10969946954386,0.778620171375211,1.16536583621031,1.13193986490521,"Lsat_1_v5_gn_0_10441","Cluster_03"
"Lsat_1_v5_gn_0_10481",0.356928463571068,-1.06243597533289,-1.04809104350327,0.344428111698151,-0.38713653316519,0.244102897367837,-1.74043646271632,-0.858557921174261,0.172284720464164,-0.938999890109451,2.28193198531751,0.107874984481257,-0.311588855615492,1.8314518821594,0.804928534586794,0.161897435421152,-1.26153025448217,0.141484237663506,0.512352253205902,0.64911143016228,"Lsat_1_v5_gn_0_10481","Cluster_03"
"Lsat_1_v5_gn_0_10501",0.251333624645236,-2.0950594738524,-0.219954345137898,0.118754047946264,-0.39713130659107,0.0796265654865094,-1.22354238344999,0.496011261186582,-0.0659229377142208,-0.943726705684858,2.14043632848429,0.178817737854672,-0.937916052655521,0.930513899354351,1.00604062703817,-0.124839990693161,-1.49772864471185,0.827645555675058,0.365588728023792,1.11105346479604,"Lsat_1_v5_gn_0_10501","Cluster_03"
"Lsat_1_v5_gn_0_10520",-0.240478436078803,-2.35575207050057,-0.791168184441218,0.207599607731814,-0.400242690771917,-0.0491903272066651,-1.14323807868874,-0.66298458113218,-0.824253320122659,-0.142361119327513,1.71065570676932,0.629591053540174,-0.32345518692459,2.14739610476309,0.639462541852612,0.507095555571814,-0.604337850139667,0.32552082000352,0.694862509126701,0.675277945975465,"Lsat_1_v5_gn_0_10520","Cluster_03"
"Lsat_1_v5_gn_0_10780",-0.369099418115399,-0.093268105015883,0.381030853645536,0.525917275284436,-1.01110126691708,-0.688164784793599,-2.0146373731872,-0.843933211490388,-0.527608097433659,-0.476383228501396,0.0846719238035135,0.920676490610847,-0.0249835223283512,2.74197671456857,0.442606473013743,-0.356270086935612,-0.550061939092351,1.44103002206067,0.707831397899626,-0.290230117076038,"Lsat_1_v5_gn_0_10780","Cluster_03"
"Lsat_1_v5_gn_0_11001",-1.23190730211281,-0.786910271471017,-0.0315998784891776,-0.428628038830477,-0.922820921724288,-1.12487857658904,-0.603221113036296,0.486895633431191,-0.537639138560908,-0.706203734546765,-0.853393093079948,2.60955373850222,-0.312388807458613,0.944903542403525,0.061642650886681,-0.0263911210786575,0.379195964684683,1.66157894139287,1.31269945809989,0.10951206757693,"Lsat_1_v5_gn_0_11001","Cluster_03"
"Lsat_1_v5_gn_0_11501",0.703781607148572,-1.30545961167337,-1.31621342694098,-0.487401318758421,-0.614529598772996,0.821376039212652,-0.38378839551762,-0.0383450161915955,-0.556252104047319,0.558892557786995,1.80325068985665,-0.198631900685403,0.262052067663098,2.23061928790823,1.36205057680072,-1.0098854845439,0.23390428248927,-1.14960194804241,-0.484678082776262,-0.431140220915894,"Lsat_1_v5_gn_0_11501","Cluster_03"
"Lsat_1_v5_gn_0_11741",0.0976084700344377,-1.10835413628339,0.33207654113429,0.236854862959852,-0.492022697006554,0.133741120379282,-1.54768164636323,-0.467981411060294,0.118056143051271,-0.814470318370622,1.72512969088748,0.404743133275872,-0.287306800007523,2.48849959700458,1.02538795359508,-0.0931118576150937,-1.76982115474331,0.503057717200359,-0.0602163030887316,-0.424188904983734,"Lsat_1_v5_gn_0_11741","Cluster_03"
"Lsat_1_v5_gn_0_1340",0.176842463047683,-0.3920258302676,-0.363253071771539,1.02557841484268,-0.541708728726852,-0.219432013028677,-1.46576616678318,0.0287446146386317,0.775893431407594,-1.95454257022682,1.50242404070223,-0.0261493807705138,-1.12068691885253,1.96217271695579,-0.620292905088766,-0.116793886352887,0.000960990947352183,1.42344993398713,0.642973960381781,-0.718389095041521,"Lsat_1_v5_gn_0_1340","Cluster_03"
"Lsat_1_v5_gn_0_14580",-0.367384897403143,-0.780369880478189,0.558784653989863,-0.340015885635912,-0.383818520035051,-1.30256017366454,-1.55064373343281,-0.334874879695367,-1.2099546056227,-0.645061495047562,1.22081577394645,0.743324835406813,-0.220957327847175,1.68114242506386,1.25530638717883,-0.061816043604603,-0.810202057264783,2.02395323730581,-0.0537549963762841,0.578087183216519,"Lsat_1_v5_gn_0_14580","Cluster_03"
"Lsat_1_v5_gn_0_15460",0.622108456499685,-1.47639685513106,0.0179777320920809,-0.820328112033688,-2.03022223696219,-0.0340309866908665,-0.326240669188288,0.724093845616827,-0.1086032734141,-0.780942062360936,0.211331654682253,1.41253937164964,-0.818740722638146,2.61657551518714,0.370582089015444,0.355810258017681,-0.428232796842488,0.0397835976620234,0.598217461227412,-0.145282266388416,"Lsat_1_v5_gn_0_15460","Cluster_03"
"Lsat_1_v5_gn_0_16520",-0.0709517893671422,-0.796507342553061,1.03470535648655,-0.484095713642075,0.76647347679272,1.28439309411107,-0.464220598198548,0.45744628860792,0.0590010968092793,-1.38992082900583,1.91780113889013,-1.45933383963568,-1.26042516837927,1.04857939655471,0.708109026633946,-1.16372065833767,0.276345257852477,0.473642336426524,0.35803565965909,-1.29535618970506,"Lsat_1_v5_gn_0_16520","Cluster_03"
"Lsat_1_v5_gn_0_16540",0.421391648068973,-1.84138720008995,-0.368269880856055,-0.30295336022457,-0.44649631222186,-0.249366493392576,-0.848058343899555,-0.0434266940398672,-0.338914676305066,-0.939911326655042,2.20593943548542,1.41447978701512,-0.290134889652116,1.73777648812744,0.926079484365471,0.391147178885937,-1.47414464789131,0.184592260376914,-0.181104891255466,0.0427624341581471,"Lsat_1_v5_gn_0_16540","Cluster_03"
"Lsat_1_v5_gn_0_16560",0.146090988061295,-0.288393601389394,0.2426505561199,0.355459620389216,-1.27790566885688,-1.33469609723495,-1.30258712769718,-0.882725964843598,-0.496702838831817,-0.835348703965514,1.51651299931814,0.411978638370089,-0.485389427860584,2.38075799262533,0.463749344932378,1.39788976882449,-0.922643304650798,0.671069022149808,0.0842676708275348,0.155966133712515,"Lsat_1_v5_gn_0_16560","Cluster_03"
"Lsat_1_v5_gn_0_18400",0.0012036028723462,-0.850528786648334,-0.481339036941033,0.212399773688576,-0.592942355014792,-0.999634234300449,-1.34189894844226,-0.920834594105993,-0.931485781858059,-0.865680194972913,1.60572730569431,0.18548958048135,0.467517577408059,2.46595943445151,1.13312245273026,0.0458389000775404,-0.564956392760017,1.34699964703226,0.196938210385679,-0.111896159778064,"Lsat_1_v5_gn_0_18400","Cluster_03"
"Lsat_1_v5_gn_0_19321",-0.466522354748817,-1.24265451415403,-0.31665670008954,-0.653855385481363,-0.953118685169942,-1.00306650204398,-1.10278136497968,-0.667181244105005,-1.76062091816742,-0.483026251093405,1.30847884022362,0.654697921687088,0.354619358323643,1.70500923898114,1.24252960622496,0.824677215604179,-0.0966720776673524,0.985347632949345,0.717357010530365,0.953439173176192,"Lsat_1_v5_gn_0_19321","Cluster_03"
"Lsat_1_v5_gn_0_22321",0.289119375274362,-0.969046690790433,-1.97148189206835,0.616829208073997,-0.286293345926021,-0.272914214463524,-0.390730997875377,-2.28366926564936,-0.498242873089524,-1.03693314785528,1.60159708640456,0.962451724869093,0.286846769010179,0.766866690949115,0.813828443165348,0.744793185197566,0.607083432254535,-0.375259632124993,0.675500908852307,0.719655235791812,"Lsat_1_v5_gn_0_22321","Cluster_03"
"Lsat_1_v5_gn_0_23500",0.719654268059286,-1.05842340738567,0.373769022653423,0.0499609496529585,-1.201349769431,-0.695872268422348,-1.09076909728189,-0.935215782432126,-0.386224209849451,-0.805349813107222,1.39276638551793,0.885323673545471,-0.819044685514263,2.35359169933117,0.374997957806234,0.810054048420611,-1.05236763928684,1.0851725500908,0.454790983029617,-0.455464865396681,"Lsat_1_v5_gn_0_23500","Cluster_03"
"Lsat_1_v5_gn_0_26201",0.198771031569417,-0.678417785928802,-0.262898168658614,0.585431888578817,-0.652940324502614,-0.348196881827259,-1.36022781096233,-0.680575319309533,-0.159961873548038,-0.74883349689889,0.48245624374377,0.779257184323986,-0.691912310949145,2.96616675985554,1.06431236401183,-0.754645299943822,-1.35771826304746,0.790364337272726,0.34489307234705,0.484674653873389,"Lsat_1_v5_gn_0_26201","Cluster_03"
