"","Sample_01","Sample_02","Sample_03","Sample_04","Sample_05","Sample_06","Sample_07","Sample_08","Sample_09","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_30","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","GeneID","clust"
"Lsat_1_v5_gn_0_1041",0.19084631014062,0.924027291413319,0.959097673029601,0.946053344409138,1.38817746049608,-1.09700807701419,0.420645063013065,1.38926463766507,0.397544056428121,-0.557516009539112,-0.1264443103426,0.790854486516098,-0.250524775910232,0.709267029553732,-1.61506383100442,1.05372575814221,1.23517653077358,0.223659248238251,-1.62881048883866,-0.128909783586801,-0.0574206859649668,-0.698674890802471,-0.714869423780412,-3.46313496367401,-0.06309154798754,0.797869390441584,-0.682795109176771,-0.701249237449932,0.277915232107981,0.300749140438223,-0.261427035868519,0.443991286399849,-1.14995499567538,0.330726565232337,0.86852100715433,-0.451216344977196,"Lsat_1_v5_gn_0_1041","Cluster_03"
"Lsat_1_v5_gn_0_11160",1.54337411401731,1.45337908634435,-0.167028257378133,1.47754018764068,1.66350714387722,-1.16170337455182,-0.61092503333109,0.649604260571807,1.58560840024681,0.642655030825953,1.08383899414365,1.36612369506917,0.619134706312688,0.363327109364782,-0.17662180700707,-0.963023389388091,-0.565262082768562,-0.379489933093157,-0.445313219458479,-0.61246413934087,-0.362330028927616,-0.47510735443062,0.339928525969468,-0.219986893400434,-0.0643555116136448,-0.448392742048945,-2.57740670362813,0.630852042933859,0.87601166207411,-1.12412154187065,-0.272009253306759,0.121540744043904,-1.49306089607231,-0.036728446416206,-0.791602853952693,-1.46949224145036,"Lsat_1_v5_gn_0_11160","Cluster_03"
"Lsat_1_v5_gn_0_12221",0.908792927230492,0.452004085164626,1.1017917151477,0.264869806362176,0.730364927984715,0.928597088039644,0.936651925279988,0.431753153481647,1.20242979690843,-0.0437495980538115,0.846862065940487,0.251848175910381,-0.523975552756372,-0.587056233205151,1.05500088809115,0.105611042132904,1.23824581342685,1.32134924120625,1.20963066160571,-0.564170884816235,0.566986579937308,-1.67680012436693,-0.781982996187369,0.00780740126357553,-1.89477743138096,-2.45856632037215,-2.32336622853812,-0.614138724843715,0.171784897378078,-0.315248550902328,-0.692115180025105,-0.506826026581045,0.288549082144769,0.229992470451146,-0.291922115376611,-0.976227777682257,"Lsat_1_v5_gn_0_12221","Cluster_03"
"Lsat_1_v5_gn_0_12340",0.367877333032476,0.00748261995680541,1.39554570101379,1.00523422996653,-1.00397716008559,0.20451739715906,0.60327429531684,0.0367947274809131,2.38098814221289,-0.811983845029199,-1.06904367353732,0.308441639955123,0.633942011441494,0.116774186211236,1.83865315613475,1.4709095533863,-0.692970130693781,0.952500552717673,0.139553081172722,-1.31085293815921,0.982118110586083,0.544954885860441,-0.683184617378131,-0.105270507726814,-0.777121374279113,-1.90788282911017,-1.34639954028128,-0.790420499677842,-0.18721246073836,0.189311696683139,-0.351638934035766,-1.26704406282265,-0.115153545839957,1.14451377277386,-1.44403203867472,-0.459198934992265,"Lsat_1_v5_gn_0_12340","Cluster_03"
"Lsat_1_v5_gn_0_1260",0.0460451942603607,-0.163916846997803,0.839347991032562,1.12403428692458,0.641721531855682,-0.230729590660821,1.26021578869429,0.726837636949852,0.668695935454919,0.024283636943827,0.761911369690576,0.282002463961951,0.58454051884295,-0.58585022244569,1.19226667103863,1.0670953513642,-0.0237966967553963,-0.245211951531253,-0.736889405906462,-0.959374768039433,-0.962388017249487,-0.0278148784709053,-0.0429911145695565,2.11013315663543,2.23481667505378,-0.0821722883861863,0.546432609230396,-1.43984100253949,-1.27312652867239,-1.53692805523234,-1.0697203088877,-1.19312287887448,-0.634599535427312,-0.229922295926988,-2.11511243631277,-0.556871995047398,"Lsat_1_v5_gn_0_1260","Cluster_03"
"Lsat_1_v5_gn_0_12940",0.966086892278004,0.459386265428661,0.942810978878238,1.70590303909503,-0.210425383201522,-0.70817206065937,0.637240118585332,0.453569547751732,1.81012412127204,0.934919749162078,0.668750767949337,0.266667740272109,0.930703098530425,-0.0112689084296206,-0.117858763083174,0.136700672910071,0.903825165514169,1.6307968253958,-2.1158081680885,-1.394283263218,-1.70349396286314,-0.959406399060619,-0.999042364547083,-0.479945561654276,0.284580898945795,-0.99440656695768,0.0606179420510045,-0.972821207932359,0.212706974274349,-2.46782611464983,0.106276870225597,0.21937111604968,0.0918713877023332,0.190267840341751,-0.308223547417364,-0.170195740851018,"Lsat_1_v5_gn_0_12940","Cluster_03"
"Lsat_1_v5_gn_0_13160",0.865447999295404,-0.198041345547175,0.854554857390124,2.35946880203837,-0.251485102779902,0.343478429369186,-0.543342007716467,0.203262728921425,-0.471426182525779,0.95796488136021,0.292534448735541,1.15977385236,1.31484013844355,0.980145800334292,1.48665266886064,0.338828279336481,0.637475945553807,0.125848086289954,0.113310459524878,-0.93580215052235,0.427255174250119,0.717860025477611,-1.39855501069302,-0.295694269115283,-1.6245862657613,-0.889270890211655,-1.4610581294545,-0.624145112316046,-1.10256508386205,-0.434396863992954,0.997365007599009,0.032395056211848,0.28656547559797,-1.03054788207312,-0.898987054457187,-2.33512476592161,"Lsat_1_v5_gn_0_13160","Cluster_03"
"Lsat_1_v5_gn_0_1360",1.15541083138263,0.172796111462206,0.0907679826553431,1.06383215064553,1.45738933066104,-0.0403019823256699,1.94798899699799,1.11606989152666,1.12344451058753,1.0924483922416,-0.0833927285878639,-0.0484896657677328,0.146856693936574,0.247871957196296,-0.649032490318345,-0.710471106391449,-1.20935644326779,0.0966846705920179,-1.78800617605896,-1.86092799131406,-1.97421251576542,-1.56971352188434,-1.48691051209218,-0.678867145193527,-0.358992945504329,-0.455779319817327,-0.25432932673639,1.1256408304719,-0.712407208212073,0.140535665822054,0.364602824873436,1.13891590456734,-0.0055225211180486,0.609777748573395,-0.0358139456462218,0.831493051808184,"Lsat_1_v5_gn_0_1360","Cluster_03"
"Lsat_1_v5_gn_0_13600",1.54263675617445,0.858287172918302,-0.652614439675369,1.73135865185295,1.65874584293699,-0.236644987877135,0.810500683112047,1.67299563075733,1.84044019571389,0.427456284412342,-0.404172956214493,-1.14545570154412,0.552876447350155,0.586625844837095,-1.01010572316509,0.645652356784957,-0.139591441920239,-0.563485763821782,-1.08668531778526,-1.38420590003628,-1.63935241268457,0.0861373067474848,0.25679752191235,-1.2883112862014,-0.275262902175714,-0.111594879862952,-0.662107220678906,1.06352371128181,-0.946549375101811,-1.40137721974972,-0.0651826136973486,0.435504841918215,-1.24444315981172,0.62255203908001,0.190392123975094,-0.725340109761577,"Lsat_1_v5_gn_0_13600","Cluster_03"
"Lsat_1_v5_gn_0_141",-0.525905542426885,-0.519586448874988,-1.56225647274332,0.654334291777749,0.39475906488786,1.40071467986989,1.08544669264102,0.629166423035471,-0.402841707432033,-0.148752792745194,0.813272111543391,-0.332185182222626,1.51543512093892,0.716726370846057,2.45382991552795,1.43390439944381,0.0133170617146863,0.257687867655231,-1.11571252347037,-0.821368789055217,-1.59189003530411,-0.946512632868777,-0.947032934819787,0.134657468202383,-0.926060231644874,-0.789896894967829,0.0934977596991093,0.331156451116857,0.446977942677519,-2.09916980299394,-0.393068689320118,-0.422717627271425,0.785557660868252,-0.510993604712427,-0.526756030260495,1.42226666068826,"Lsat_1_v5_gn_0_141","Cluster_03"
