"clust","GeneID","GO"
"Cluster_06","Lsat_1_v5_gn_0_10920","GO:0000287"
"Cluster_06","Lsat_1_v5_gn_0_10920","GO:0004743"
"Cluster_06","Lsat_1_v5_gn_0_10920","GO:0006096"
"Cluster_06","Lsat_1_v5_gn_0_10920","GO:0030955"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0000166"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0000287"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0004012"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0006812"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0015914"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0016021"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0019829"
"Cluster_06","Lsat_1_v5_gn_0_12940","GO:0046872"
"Cluster_06","Lsat_1_v5_gn_0_1300","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_14641","GO:0016787"
"Cluster_06","Lsat_1_v5_gn_0_15201","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_0_15201","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_0_15201","GO:0043565"
"Cluster_06","Lsat_1_v5_gn_0_15241","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_16841","GO:0005506"
"Cluster_06","Lsat_1_v5_gn_0_16841","GO:0009055"
"Cluster_06","Lsat_1_v5_gn_0_16841","GO:0016705"
"Cluster_06","Lsat_1_v5_gn_0_16841","GO:0020037"
"Cluster_06","Lsat_1_v5_gn_0_16841","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_19620","GO:0008375"
"Cluster_06","Lsat_1_v5_gn_0_19620","GO:0016020"
"Cluster_06","Lsat_1_v5_gn_0_20741","GO:0004601"
"Cluster_06","Lsat_1_v5_gn_0_20741","GO:0006979"
"Cluster_06","Lsat_1_v5_gn_0_20741","GO:0020037"
"Cluster_06","Lsat_1_v5_gn_0_20741","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_22580","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_0_22580","GO:0008270"
"Cluster_06","Lsat_1_v5_gn_0_22980","GO:0004672"
"Cluster_06","Lsat_1_v5_gn_0_22980","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_0_22980","GO:0006468"
"Cluster_06","Lsat_1_v5_gn_0_300","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_0_300","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_0_47540","GO:0004345"
"Cluster_06","Lsat_1_v5_gn_0_47540","GO:0006006"
"Cluster_06","Lsat_1_v5_gn_0_47540","GO:0050661"
"Cluster_06","Lsat_1_v5_gn_0_47540","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_47721","GO:0016021"
"Cluster_06","Lsat_1_v5_gn_0_47721","GO:0042765"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0004470"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0006108"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0016616"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0016619"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0051287"
"Cluster_06","Lsat_1_v5_gn_0_4981","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_5460","GO:0006886"
"Cluster_06","Lsat_1_v5_gn_0_5460","GO:0016192"
"Cluster_06","Lsat_1_v5_gn_0_8660","GO:0008762"
"Cluster_06","Lsat_1_v5_gn_0_8660","GO:0016491"
"Cluster_06","Lsat_1_v5_gn_0_8660","GO:0050660"
"Cluster_06","Lsat_1_v5_gn_0_8660","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_0_9341","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_1_105461","GO:0008152"
"Cluster_06","Lsat_1_v5_gn_1_105461","GO:0016787"
"Cluster_06","Lsat_1_v5_gn_1_106620","GO:0005509"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0000166"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0006810"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0016021"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0016887"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0017111"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0042626"
"Cluster_06","Lsat_1_v5_gn_1_110140","GO:0055085"
"Cluster_06","Lsat_1_v5_gn_1_11021","GO:0000166"
"Cluster_06","Lsat_1_v5_gn_1_11021","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_1_11021","GO:0016887"
"Cluster_06","Lsat_1_v5_gn_1_11021","GO:0017111"
"Cluster_06","Lsat_1_v5_gn_1_112901","GO:0006629"
"Cluster_06","Lsat_1_v5_gn_1_112901","GO:0016788"
"Cluster_06","Lsat_1_v5_gn_1_118001","GO:0005643"
"Cluster_06","Lsat_1_v5_gn_1_118001","GO:0006886"
"Cluster_06","Lsat_1_v5_gn_1_118001","GO:0008565"
"Cluster_06","Lsat_1_v5_gn_1_118280","GO:0004185"
"Cluster_06","Lsat_1_v5_gn_1_118280","GO:0006508"
"Cluster_06","Lsat_1_v5_gn_1_118321","GO:0004185"
"Cluster_06","Lsat_1_v5_gn_1_118321","GO:0006508"
"Cluster_06","Lsat_1_v5_gn_1_119141","GO:0004185"
"Cluster_06","Lsat_1_v5_gn_1_119141","GO:0006508"
"Cluster_06","Lsat_1_v5_gn_1_123521","GO:0000287"
"Cluster_06","Lsat_1_v5_gn_1_123521","GO:0008152"
"Cluster_06","Lsat_1_v5_gn_1_123521","GO:0010333"
"Cluster_06","Lsat_1_v5_gn_1_123521","GO:0016829"
"Cluster_06","Lsat_1_v5_gn_1_12401","GO:0006662"
"Cluster_06","Lsat_1_v5_gn_1_12401","GO:0009055"
"Cluster_06","Lsat_1_v5_gn_1_12401","GO:0015035"
"Cluster_06","Lsat_1_v5_gn_1_12401","GO:0045454"
"Cluster_06","Lsat_1_v5_gn_1_124521","GO:0003824"
"Cluster_06","Lsat_1_v5_gn_1_126860","GO:0016491"
"Cluster_06","Lsat_1_v5_gn_1_126860","GO:0050660"
"Cluster_06","Lsat_1_v5_gn_1_126860","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0004553"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0005618"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0005975"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0006073"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0016762"
"Cluster_06","Lsat_1_v5_gn_1_127501","GO:0048046"
"Cluster_06","Lsat_1_v5_gn_1_127960","GO:0004553"
"Cluster_06","Lsat_1_v5_gn_1_127960","GO:0005975"
"Cluster_06","Lsat_1_v5_gn_1_129840","GO:0016787"
"Cluster_06","Lsat_1_v5_gn_1_14060","GO:0005509"
"Cluster_06","Lsat_1_v5_gn_1_15001","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_1_15541","GO:0004672"
"Cluster_06","Lsat_1_v5_gn_1_15541","GO:0005524"
"Cluster_06","Lsat_1_v5_gn_1_15541","GO:0006468"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0005198"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0005515"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0006886"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0016192"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0030117"
"Cluster_06","Lsat_1_v5_gn_1_16420","GO:0030126"
"Cluster_06","Lsat_1_v5_gn_1_17120","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_1_17120","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_1_17120","GO:0043565"
"Cluster_06","Lsat_1_v5_gn_1_17540","GO:0006855"
"Cluster_06","Lsat_1_v5_gn_1_17540","GO:0015238"
"Cluster_06","Lsat_1_v5_gn_1_17540","GO:0015297"
"Cluster_06","Lsat_1_v5_gn_1_17540","GO:0016020"
"Cluster_06","Lsat_1_v5_gn_1_17540","GO:0055085"
"Cluster_06","Lsat_1_v5_gn_1_19141","GO:0005506"
"Cluster_06","Lsat_1_v5_gn_1_19141","GO:0009055"
"Cluster_06","Lsat_1_v5_gn_1_19141","GO:0016705"
"Cluster_06","Lsat_1_v5_gn_1_19141","GO:0020037"
"Cluster_06","Lsat_1_v5_gn_1_19141","GO:0055114"
"Cluster_06","Lsat_1_v5_gn_1_20141","GO:0008152"
"Cluster_06","Lsat_1_v5_gn_1_20141","GO:0016787"
"Cluster_06","Lsat_1_v5_gn_1_21321","GO:0003700"
"Cluster_06","Lsat_1_v5_gn_1_21321","GO:0005634"
"Cluster_06","Lsat_1_v5_gn_1_21321","GO:0006355"
"Cluster_06","Lsat_1_v5_gn_1_21321","GO:0043565"
"Cluster_06","Lsat_1_v5_gn_1_21441","GO:0004252"
