"","Sample_01","Sample_02","Sample_03","Sample_04","Sample_05","Sample_06","Sample_07","Sample_08","Sample_09","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_30","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","GeneID","clust"
"Lsat_1_v5_gn_0_10121",0.445729147756828,0.370509776283805,-1.62099941760736,-0.583831096418172,1.20257799254759,-0.280366018407938,-0.461617815916103,-0.284676863573088,0.00084922329544649,0.187263379627231,0.86582186260174,0.702562086096681,-0.611266190334071,-1.48625790996571,0.0252416161321959,-1.18390408450783,0.280413804260132,-1.05145324952587,-0.332757578110405,0.429657250482006,1.0576412756027,-0.282629301276959,-0.949049276539679,-2.38562910476607,-1.46072505499228,-0.487236611013545,-0.243035025882916,2.15652593703555,1.64784754610654,0.947237039683444,1.28221731656006,0.199317441938814,-0.285182212200421,1.05899001699317,1.31503200034053,-0.184817902306028,"Lsat_1_v5_gn_0_10121","Cluster_05"
"Lsat_1_v5_gn_0_10920",-0.181238405259979,1.52642362640425,0.42670527620678,2.12769505613058,-0.862445629446085,-0.747200938955467,-0.0446551744356293,0.334502962592018,0.174661604958015,-1.1280784363524,0.190385685096675,-0.299277480387111,1.05478724107205,-0.268349549065403,-0.570841203789756,-0.413839588712201,0.23614913516003,0.901311330971658,-0.199342979429935,1.59783032750802,0.0687680427021138,0.888397188596554,-0.936043601620694,-1.11380226360628,-2.44754864897561,-1.48574537943545,-1.04313062361204,0.0809086736746037,1.82180063458551,0.316082462686117,1.68224337828649,-1.00153229715699,-0.427870415518639,0.253500168081738,-0.487230036773523,-0.0239801421799799,"Lsat_1_v5_gn_0_10920","Cluster_05"
"Lsat_1_v5_gn_0_10961",0.385171557456132,0.597580814954358,-1.12896824278727,-1.2790804447734,1.32481103011274,0.794007068617982,0.085803390486394,0.481867805699427,-0.190611951213109,-0.475027121728436,1.07379138486087,0.453458478682308,-0.725261816546864,-0.705315864823239,-0.112862331891445,-1.2141095918481,0.433681023827086,-0.526521476295825,1.0144884902147,1.19955225071661,1.3091780480029,-0.547470805653239,-0.0361619605998776,-2.00767819606502,-2.23009145208579,-0.941021597710451,-1.71478828637691,0.611038686346506,0.850911902304682,1.153960707662,-0.296224083922104,-0.0809286315524924,-0.675665502181281,0.461590568055787,1.73274085651714,0.92415529353728,"Lsat_1_v5_gn_0_10961","Cluster_05"
"Lsat_1_v5_gn_0_1340",0.955311564601086,-0.222818305540682,-1.33170606924998,-0.862013779997786,0.0547762398275012,-1.08011643967191,-0.402605057970907,-0.114083850469563,-0.2227225673892,1.41632096643544,-0.425724242386514,-0.597187949213128,-1.26997755676056,-1.19483180109922,-1.33616468246423,-0.291650558882289,-1.40581595125705,-0.842562448352344,0.725579331749018,0.0826719933719336,-0.233669919953061,0.246347076166502,-0.117296169278299,-0.688563363589778,-0.341389468129466,0.360030883774894,0.0770962929357288,3.38281571391789,1.94416268189111,-0.0620454463060783,1.00162135689361,0.571455461417896,-0.196022044267278,0.719813243317476,0.713944510109533,0.987020355819741,"Lsat_1_v5_gn_0_1340","Cluster_05"
"Lsat_1_v5_gn_0_15420",-0.268416328683165,1.47899206780659,-0.908718761306409,-0.191230134718578,1.10218790230615,-0.084797420534684,0.0720452217430139,0.361009765167582,-0.0395588308359072,-0.0711086738466474,1.09028678569913,-0.261472336492988,-0.0492849334495015,-0.652211858824365,-0.818912302202525,-1.0093868632345,0.44530985314058,-0.573990876733927,-0.506177156302435,0.579287199568893,-0.467991865302996,-1.24679630528433,-1.01761546166926,-2.78849362568065,-1.81005388345516,-0.722934274741123,-0.571086841074036,0.982613543966832,1.86026078615718,1.48827970756135,1.16161872209334,0.448811118766689,0.173575882750562,0.408681638316304,1.09460616560373,1.31267237372538,"Lsat_1_v5_gn_0_15420","Cluster_05"
"Lsat_1_v5_gn_0_17841",0.551686577620622,0.66557470641104,0.386953541992411,1.21250432150795,1.38125092736189,-0.982833417367201,-0.158690410661768,0.312189183446531,1.32771268048258,-0.413244853267442,0.0554393716409431,0.0684118259948171,0.681197904349994,0.731322321517921,-0.793498783931095,-0.184629385440558,-2.38539356975274,-1.24892563639715,-1.71635265604169,-1.05989549690518,-1.05297521712389,0.545247776877954,0.301542610773879,-0.802661700465495,-0.02647552060545,-0.58228135573585,-1.48716614270036,0.630580580865078,1.14060868882684,1.84670568269091,1.02689262859406,0.976111410778497,-1.47971648825115,0.812801337838262,-0.0537357763541066,-0.226257668571061,"Lsat_1_v5_gn_0_17841","Cluster_05"
"Lsat_1_v5_gn_0_20741",0.408875943816998,2.29831756087432,-0.670592246704693,-0.132101560775438,-0.57493369787811,1.19749001731009,1.72725134593177,-0.281395223661536,0.293078925929122,0.690795687330849,1.33035577505304,-0.929148050575318,0.265898835746676,-1.10918450211329,1.06887169611571,-1.02725918353718,-0.952310849026025,0.798928416583676,-0.252328306935028,-0.113856050401724,-1.35010692590393,-0.421393256078998,-1.55573307908158,-0.35953961724593,-0.890586440932682,-1.53153944649458,-0.483708047414847,0.331727163743846,1.48147197332548,-0.822423631185202,0.36778796659329,-0.61832089065732,1.77888123012565,-0.278910867767595,-0.625132079337336,0.940771415227829,"Lsat_1_v5_gn_0_20741","Cluster_05"
"Lsat_1_v5_gn_0_24701",0.0539308144645202,0.75812129941686,-3.07241201471668,-0.97011575902386,0.917369622263702,-0.437455856348132,-0.411140982371816,0.979198279276477,-1.17139867909378,-0.911817632840917,-0.00770903288024999,-0.523498485512571,-0.531779601107319,-0.654791235224976,-0.0353047548583529,0.717640690857005,0.714418984607605,-0.878223481689833,-0.769131726244613,0.630649361474607,1.3611105908464,0.580631111918433,0.0851217090853034,-2.23725634735047,0.854085056208569,0.578681355913358,0.224223887692101,-0.763228922855792,0.916790775385195,1.29723596789643,0.103331965764085,1.10563428132612,-0.726821899320262,1.46416564049678,0.75916428187423,0.000580734671809232,"Lsat_1_v5_gn_0_24701","Cluster_05"
"Lsat_1_v5_gn_0_2580",0.266887284333799,-1.28247926700044,-1.4665583903438,-0.190540395840844,-0.323143168823936,-0.982752479936698,-0.299311487407984,-0.114370251696561,-0.64544997339052,0.535528673249227,0.774607965216975,-0.726445308206882,-1.03665783037798,-1.04768304582162,-1.05132423486063,-0.255259124918694,1.08811376500371,-0.945375216653909,0.65933889265918,-1.37037424346153,1.57937611682501,-0.323680949167069,-0.5494706128901,-0.00559811844417198,-1.23920936731712,0.52629891612666,-0.901295137511456,2.04552813983959,0.352228670448051,2.14325192645624,0.0141195096597986,0.914048928347874,0.216906603252497,0.651355772225553,1.21481384012158,1.7745736003062,"Lsat_1_v5_gn_0_2580","Cluster_05"
"Lsat_1_v5_gn_0_28780",-0.0576301892176774,-1.63454667588181,-1.97067457307637,-0.913174499153854,0.0712867516146636,-0.860470742288748,0.140822835787206,0.0619775724148885,-0.597947578796438,0.121981285264738,0.900268102645252,0.149008049591122,-0.936768384735391,-0.97455353743933,-0.374636363002914,-0.324717408714645,0.905418609023943,-0.180264625525196,0.176951068629142,-1.02504928134557,0.606906051817133,-0.741389597962267,-0.164026911730103,-0.162573500992696,-0.656656912072579,0.585624505425921,-0.532244710916314,1.97683907147525,-0.808323930338286,2.83510711639751,-0.116702249240777,0.921554211150302,-0.503575992629282,0.910118092667416,1.69129040252678,1.48077393862898,"Lsat_1_v5_gn_0_28780","Cluster_05"
