"","Sample_01","Sample_02","Sample_03","Sample_04","Sample_05","Sample_06","Sample_07","Sample_08","Sample_09","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","GeneID","clust"
"Lsat_1_v5_gn_0_10560",-0.913277947633322,1.18990471796537,0.124705931310564,0.0637324843825439,-0.401002572757254,-2.79456502593657,-0.771078327124389,-0.637732282600939,-0.218595085910395,0.509250975744871,-0.652928013194645,-0.149026151141379,1.40926180251533,0.654967321486149,-0.0715484842545438,0.167547832376817,1.17902895151554,-0.156000224991846,1.7495337707522,-0.282179672504083,"Lsat_1_v5_gn_0_10560","Cluster_01"
"Lsat_1_v5_gn_0_10840",-0.760405114301017,-0.846603490508156,0.479530467386354,0.779297365176125,0.960972824437852,-1.22564645053414,-1.83086035810634,-0.663044274142878,-0.616568190788382,-0.161242987366251,1.9356138775911,-0.393884817240298,-0.58678974554161,0.0190954679541639,1.72053562064332,-1.23114757593753,0.580873835675708,0.424502873892467,0.675783914507118,0.739986757202402,"Lsat_1_v5_gn_0_10840","Cluster_01"
"Lsat_1_v5_gn_0_14861",-0.738109159626633,-0.019550488142791,0.414655917944497,-2.09080382560699,-0.614682612210741,-2.1612304594225,-0.295041442067171,0.212464427828314,-0.674453150904438,0.00471503123948065,1.24678432655248,0.804504470582763,0.00953131279376261,-0.172802234915529,1.48916755157285,1.05406712547974,-0.592543905642699,1.4652025403933,0.348330069384989,0.309794504767317,"Lsat_1_v5_gn_0_14861","Cluster_01"
"Lsat_1_v5_gn_0_15921",-0.652135129481439,0.667031711641118,1.31901764704835,0.337240502307515,0.999835656685799,-1.36058259661123,-0.859424993985802,-2.19721574425902,-0.543098254597388,0.76627931583297,1.36997953805807,-0.166274055163232,0.0258767560529785,0.427627234830801,0.267198151266393,1.72681864345302,-0.219477392632744,-0.228286152570371,-0.438094087423207,-1.24231675045259,"Lsat_1_v5_gn_0_15921","Cluster_01"
"Lsat_1_v5_gn_0_18100",-2.30249320252153,0.514475913610631,0.545775742173779,-0.0566637824200296,1.45761745688674,-1.74696219208838,0.386551691369921,-0.225097015043744,-0.407080172871603,0.275711804983695,-0.803065074304116,-0.499095584315705,0.804669778257025,-0.620380686466307,1.04888527697518,-1.1170545218582,1.50349815891707,0.329855921562323,-0.0220301505232873,0.932880637676544,"Lsat_1_v5_gn_0_18100","Cluster_01"
"Lsat_1_v5_gn_0_19180",-1.68395178375878,-0.156899760192825,0.658835420990644,0.279539940077344,-0.207987620702614,-2.08730742376629,-1.19139930860309,-1.48767749929713,-0.0535465114128246,1.00611686333678,0.692208600233833,-0.32869780214221,1.41655120722774,-0.0135758362706058,0.891169289997838,0.960461259656377,1.27985687297554,-0.303250800055091,0.657044131184644,-0.327489239479264,"Lsat_1_v5_gn_0_19180","Cluster_01"
"Lsat_1_v5_gn_0_22040",-0.967610670474594,0.217346124346309,0.742548384128262,0.526279249432992,1.72370677619333,-2.16420698228311,-0.501574751712301,-0.637882037465467,-0.865526210484753,0.653896348551438,-0.460266818259793,0.478217180559096,0.169460864026102,-1.44697654076056,1.76117017999765,-0.958567265658791,0.89521897099026,0.103863747723624,0.232943082364789,0.497960368785511,"Lsat_1_v5_gn_0_22040","Cluster_01"
"Lsat_1_v5_gn_0_29161",-1.1208693636949,-1.17637474971543,0.467290816508482,0.681499545779866,0.92442738103955,-0.833400869127869,-0.420685055136618,-0.687876069182129,0.380284629951928,0.237819256888741,1.85236338351076,-1.3639001239103,-1.03016203434049,1.9627646535783,0.529631986607368,-1.25304545936611,-0.266904314331859,0.494751822461019,-0.285071551837433,0.90745611431713,"Lsat_1_v5_gn_0_29161","Cluster_01"
"Lsat_1_v5_gn_0_32421",-1.43873484354392,-0.423480157880937,0.823583548399008,0.077038577846389,1.87981985200466,-0.902536717624132,-0.911519130086928,-1.12139500374416,-1.00855069048237,0.124470803281052,1.14735206971917,-0.506752943067049,-0.064037956051947,-0.672035513734929,1.61915796604073,-1.12204541502042,0.71190942239293,1.12940032316671,-0.257525855161632,0.915881663547753,"Lsat_1_v5_gn_0_32421","Cluster_01"
"Lsat_1_v5_gn_0_37261",-0.867462463290538,-0.821137945023139,0.338182163278205,-0.0376129046196586,1.5275286839166,-0.487018458309688,-0.699651955301115,-0.375824813695938,-0.558993304524898,-0.506886419812464,2.11103087608855,-0.492621792501143,-0.973126799550129,-0.237821106231605,0.188721905592293,-1.07675373591293,-0.169574277428105,1.90790193971604,-0.4712731091471,1.70239351675676,"Lsat_1_v5_gn_0_37261","Cluster_01"
"Lsat_1_v5_gn_0_37340",-1.07801493698511,0.889660867248604,-1.03087131612817,-0.242562349110437,0.131989612005672,-2.01352755023364,0.186776762396807,-1.019186936586,0.194346865542849,0.657493825341118,0.0425995742365909,-0.558675815006364,1.31525555503663,1.16895315934743,1.35535629090434,-1.57266842368903,1.22104591155417,-0.656006745990546,0.221599951983015,0.786435698132063,"Lsat_1_v5_gn_0_37340","Cluster_01"
