"","Sample_01","Sample_02","Sample_03","Sample_04","Sample_05","Sample_06","Sample_07","Sample_08","Sample_09","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","GeneID","clust"
"Lsat_1_v5_gn_0_10461",-0.0563713305431121,0.476254081901355,0.520957451530271,0.282973809081761,0.941648396502233,-0.584403173793426,-0.180924442066742,0.152865768524199,0.19533874037953,0.259746243472821,-0.181311355686283,2.82619690393983,0.121840419297776,-0.493764827017555,0.761550234398886,-2.14572754792338,-0.870857217130134,-1.29219243078855,-1.02575791066724,0.291938186587761,"Lsat_1_v5_gn_0_10461","Cluster_04"
"Lsat_1_v5_gn_0_11160",0.782843375393933,0.734887910840729,1.59791060371787,1.07014096992038,0.147529696516254,0.151847282296801,0.331567637733488,1.4034949091853,0.728352747318353,-0.258012971188899,-2.01735896595578,-0.041027227887465,0.148377070152537,-1.5493200853053,-1.97000605100382,-0.276727807353243,-0.0975181694950059,0.27385685197743,-0.250768045519026,-0.910069731344551,"Lsat_1_v5_gn_0_11160","Cluster_04"
"Lsat_1_v5_gn_0_12340",1.11093519971261,0.496178374996842,1.038041520666,0.517307706330808,-0.598526615153157,0.0240690468892417,0.805603737955326,1.21163557354451,1.49576571365482,0.382021790236092,-1.97358530320698,1.32156211730748,-1.29647928294178,-0.0189764046895455,-0.903917844206813,-0.714507424774376,-1.0885936078289,-0.984367105392454,-0.119378554673333,-0.704788638426382,"Lsat_1_v5_gn_0_12340","Cluster_04"
"Lsat_1_v5_gn_0_1260",0.30158435467529,-0.597417331331452,1.86685950220554,1.61002746764943,1.02099592041406,0.303381666451468,-1.52784725289541,0.694819468056428,0.099214909986321,0.0847735307327607,0.14409256645748,1.32056139855825,-0.956680916507623,0.162800207797739,-0.157020678193761,-2.0157995257925,-0.436794597438323,-0.214798701364554,-0.739368776614709,-0.963383212846494,"Lsat_1_v5_gn_0_1260","Cluster_04"
"Lsat_1_v5_gn_0_12601",1.68787604123757,-0.0323624992387722,0.288962856414861,1.16883977985914,0.680169904493435,1.92841397803251,0.215278211362307,0.756412158001996,0.924333382754618,-0.779023353785979,-0.0124962641217833,0.496522011235964,-1.76071547871692,-0.596732001493962,-0.56671602909733,-0.886357263304426,-1.29065416902957,-0.418082844761974,-1.18667629210805,-0.616992127733619,"Lsat_1_v5_gn_0_12601","Cluster_04"
"Lsat_1_v5_gn_0_1360",0.0709507314428478,1.12495498270859,2.3141585360769,1.42897849377371,0.813536249458254,-0.959651182049703,-1.10639976603614,0.277796388135163,-0.850511953862005,-0.670365383590477,-0.361127034611046,-0.332457723817968,-0.959795877466053,-1.19970104937466,-0.314631266058435,1.28363061642167,-0.130775486222109,0.814859001384396,-0.135412222140989,-1.10803605417193,"Lsat_1_v5_gn_0_1360","Cluster_04"
"Lsat_1_v5_gn_0_13600",-0.0350269778958094,0.942417281990289,2.04473092242057,1.70891088935209,-0.0410583109317173,-1.81051689432042,-0.387809398415438,1.09084022758127,0.556149974764099,-0.165099052719893,-0.731501952001505,0.0717123708355433,-0.256783442779759,-1.1414843877399,-0.75130373656962,-0.785200969442512,-0.594492692103623,1.13135276953132,0.274044796456365,-1.11988141801133,"Lsat_1_v5_gn_0_13600","Cluster_04"
"Lsat_1_v5_gn_0_14541",-0.113408646620562,1.83854533467371,0.403827077105292,0.603778155899987,-0.812911876937076,-0.819418690559028,-0.343155138194115,0.855477288406546,0.470777296761199,-0.900925798130904,-1.51247610631145,0.543144695145807,-0.201739188827684,1.51609464585712,-1.89760609412139,-0.000327403956196195,0.909821249300265,0.483639219914687,0.425520831775193,-1.4486568511814,"Lsat_1_v5_gn_0_14541","Cluster_04"
"Lsat_1_v5_gn_0_16480",0.709494220251137,1.34184603074721,1.66093631683264,0.36130263287502,0.0480034541874055,-1.30082852897079,0.792441197522783,0.797906834183368,0.57952897127659,0.0315418968068604,-1.58900852730012,1.09065942521087,-0.579583069510624,-2.06493144153354,-0.873552970227793,-0.73042472644688,-0.312416281466533,0.641421193873672,0.0205512631620782,-0.62488789147335,"Lsat_1_v5_gn_0_16480","Cluster_04"
"Lsat_1_v5_gn_0_17001",-0.791220162465144,0.039062604003482,1.49653863877424,1.23199214652471,0.28047710776131,-0.513652195840877,-0.0478472319951058,1.41137698746227,1.17001335354533,-0.40412492452943,-0.72120717277202,-0.702190515432563,-0.133913993902374,-1.10080715803578,-1.57527674696743,1.13470003009486,-0.887390812136945,1.05943936313658,0.617134332901997,-1.56310365012714,"Lsat_1_v5_gn_0_17001","Cluster_04"
"Lsat_1_v5_gn_0_17841",0.704449416845688,0.128483402650625,1.08606192015563,0.720452265589205,-0.93324797134549,-1.48756769106135,-0.0670584324766469,1.00361696252998,1.22112398641824,0.0895123452614548,-0.930286131488359,0.497641123511677,-1.20097236782251,-0.0242167797696345,-0.885757869983362,1.93326804192147,-0.990762394707169,0.152035288775031,0.630519488811793,-1.64729460381627,"Lsat_1_v5_gn_0_17841","Cluster_04"
